[07/07 18:38:43.989] | CRITICAL | watchdog   | main_reactor | 
top - 18:38:43 up  3:03,  1 user,  load average: 6.29, 5.34, 4.90
[07/07 18:40:41.778] | INFO     | rabbitmq   | RabbitMQ RPC | send_response: TX success {"jsonrpc": "2.0", "id": 77870062, "result": {"retry": false, "rpc_id": 0, "success": true, "error_message": null, "payload_type": "<type 'list'>", "error_code": null, "payload": [{"violation_info": {"violation": null, "violation_reason": null, "additional_violations": []}, "settings": {"SYS_OUT_OF_SERVICE": false, "PARKING_VIOLATION_GRACE_PERIOD": 300, "SYS_PERMIT_ENABLE": false, "SYS_SOFT_VIOLATION": false, "PARKING_UNLOCK_TIME": 1, "PARKING_UNLOCK_ENABLED": true, "PARKING_UNLOCK_MAX": 1, "PARKING_TRUEUP_ENABLED": false, "PARKING_HANDICAP_VIOLATION_GRACE_PERIOD": 86400, "PARKING_PERMIT_TEXT": true}, "rate_info": {"free_time_remaining": 0, "pay_rateblock_start_time": "2026-07-07T13:34:00Z", "rate_state": "RATE", "pay_rateblock_end_time": "2026-07-08T00:00:52Z", "minutes_increment_factor": 30, "card_increment_time": 30, "payment_allowed_now": true, "next_rateblock_type": "fixed", "free_time_first_purchase": 10, "pay_rate_blk_id": 638717, "congestion_percent_full": 0}, "session_info": {"void_timestamp": null, "vio_mins": 0, "is_no_parking_now": false, "reserved": null, "soft_violation": false, "sms": null, "adjusted_payment_dts": [{"payment_timestamp": "2026-07-07T18:31:25Z", "sl_payment_dt": "2026-07-07T13:31:25-05:00"}, {"payment_timestamp": "2026-07-07T18:31:26Z", "sl_payment_dt": null}, {"payment_timestamp": "2026-07-07T18:33:03Z", "sl_payment_dt": "2026-07-07T13:33:02-05:00"}], "merchant_validated": false, "in_maintenance": false, "concierge": false, "last_grace_time": null, "max_time_allowed": 253, "spot_identifier": "SPOT_1", "pre_vio_payment_count": 0, "maintenance_no": false, "close_timestamp": null, "lpr_plate": "09010AA", "parker_type": "normal", "total_time_purchased": 253.0, "init_grace_time_remaining": 0, "time_in_vio": 0, "unlocked": true, "handicap_pin": null, "reserved_pin": null, "pre_vio_total_valid_time": 0, "free_to_reservation": false, "merchant_offer_name": "", "expired_time": 0, "maintenance": false, "exit_timestamp": null, "lock_end_dt": null, "session_base_valid_end_timestamp": null, "email": null, "is_free_parking_now": false, "pre_vio_valid_time": 0, "handicap": false, "parking_spot_state": "PARKING_STATE_VALID", "reservation_payment_time": null, "ticket_issued": null, "ticket_issued_dt": null, "has_paid_for_max_time": true, "out_of_service": false, "maxtime_minutes_remaining": 0.0, "maintenance_unenforced": false, "is_reserved": false, "no_fine_fee": 0, "merchant_id": 0, "vio_grace_time_remaining": 0, "pin_code": null, "payment_history": [{"error": "", "amount": 25, "payment_type": "virt", "active_spot": null, "parking_state": "PARKING_STATE_VALID", "event_dt": "2026-07-07T18:31:26Z"}, {"error": "", "amount": 9, "payment_type": "virt", "active_spot": null, "parking_state": "PARKING_STATE_VALID", "event_dt": "2026-07-07T18:31:27Z"}, {"error": "", "amount": 175, "payment_type": "virt", "active_spot": null, "parking_state": "PARKING_STATE_VALID", "event_dt": "2026-07-07T18:33:04Z"}], "psv_state": "PSV_STATE_VALID_MAX", "vio_payment_amount": 0, "locked": false, "session_valid_timestamp": "2026-07-07T18:31:25Z", "initial_violation_timestamp": null, "true_up": 0, "mobile": true, "true_up_cost": 0, "free_time_purchased": 0, "unlock_count": 0, "lpr_detected": true, "session_id": "178f9dd77a3111f1be5400c008947d30", "vio_grace_mins": 0, "maintenance_free": false, "expired_time_dt": null, "plate_reservations": [], "payments": [{"rate_blocks": ["2026-07-07T13:40:41Z", 638717], "payment_method": "virt", "time_purchased": 33.00000000000001, "reference_id": null, "mobile_payment": true, "valid_time_remaining": 14624.31247, "tax_amount": 0, "payment_received_timestamp": "2026-07-07T18:31:25Z", "payment_timestamp": "2026-07-07T18:31:25Z", "free_time_purchased": 0, "payment_amount": 25, "payment_type": "normal_payment", "subtotal_amount": 25}, {"rate_blocks": ["2026-07-07T13:40:41Z", 638717], "payment_method": "virt", "time_purchased": 10.0, "reference_id": null, "mobile_payment": true, "valid_time_remaining": 14624.300276, "tax_amount": 0, "payment_received_timestamp": "2026-07-07T18:31:26Z", "payment_timestamp": "2026-07-07T18:31:26Z", "free_time_purchased": 0, "payment_amount": 9, "payment_type": "normal_payment", "subtotal_amount": 9}, {"rate_blocks": ["2026-07-07T13:40:41Z", 638717, "2026-07-07T14:10:41Z", 638717, "2026-07-07T14:40:41Z", 638717, "2026-07-07T15:10:41Z", 638717, "2026-07-07T15:40:41Z", 638717, "2026-07-07T16:10:41Z", 638717, "2026-07-07T16:40:41Z", 638717], "payment_method": "virt", "time_purchased": 210.0, "reference_id": null, "mobile_payment": true, "valid_time_remaining": 14624.288097, "tax_amount": 0, "payment_received_timestamp": "2026-07-07T18:33:03Z", "payment_timestamp": "2026-07-07T18:33:03Z", "free_time_purchased": 0, "payment_amount": 175, "payment_type": "normal_payment", "subtotal_amount": 175}], "handicap_spot": false, "session_valid_end_timestamp": "2026-07-07T22:44:25Z", "park_timestamp": "2026-07-07T18:30:46Z"}, "error_status": {"coin_error_status": [], "card_error_details": [], "card_error_status": [], "session_error_status": "0x0", "coin_error_details": []}, "time_stamp": "2026-07-07T18:40:41Z"}]}} Queue amq.gen-ovmmtxKJ9g5P8QQp4m7b-Q #231
[07/07 18:40:43.151] | INFO     | micro.wdog | microcomm_reactor | qml_ping_sender(): Sending QML ping
[07/07 18:40:44.699] | INFO     | detection  | main_reactor | Vehicle Exit Event for PUCK 1 event ts 1783449644 energy SUM 0 Z 0
[07/07 18:40:44.711] | INFO     | detection  | main_reactor | COS cos_puck_ids = {}
[07/07 18:40:44.712] | INFO     | detection  | main_reactor | comment: comment,1,10.10.101.168 VEHICLE LEFT,
[07/07 18:40:44.713] | WARNING  | parking.spot.SPOT_1 | main_reactor | PSVL::enter_state(): vio is None - id 178f9dd77a3111f1be5400c008947d30
[07/07 18:40:44.713] | INFO     | parking.spot.SPOT_1 | main_reactor | CONCIERGE False False
[07/07 18:40:44.713] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): start 2026-07-07 18:31:25.967643+00:00 end 2026-07-07 22:44:25.974628+00:00
[07/07 18:40:44.714] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): total_time_purchased 253.0
[07/07 18:40:44.717] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): now 2026-07-07 13:40:44.715012 orig 2026-07-07 13:31:25.967643 valid 2026-07-07 13:31:25.974628
[07/07 18:40:44.717] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): 558.740384 seconds
[07/07 18:40:44.718] | INFO     | parking.controller | main_reactor | Puck time exited 1783449644 for SPOT_1
[07/07 18:40:44.720] | ERROR    | parking.session.SPOT_1 | main_reactor | set_exit_timestamp(): session_id 178f9dd77a3111f1be5400c008947d30 mismatched TZ found exit dt 2026-07-07 13:40:44 <= park dt 2026-07-07 13:30:46-05:00 e can't compare offset-naive and offset-aware datetimes
[07/07 18:40:44.721] | INFO     | parking.session.SPOT_1 | main_reactor | set_exit_timestamp(): session_id 178f9dd77a3111f1be5400c008947d30 _park_timestamp 2026-07-07 13:30:46-05:00 _exit_timestamp 2026-07-07 18:40:44 exit_dt 2026-07-07 13:40:44
[07/07 18:40:44.840] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::enter_state(): now 1783449644.84 time_exited 1783449644 time_lookback_value 0
[07/07 18:40:44.841] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): start 2026-07-07 18:31:25.967643+00:00 end 2026-07-07 22:44:25.974628+00:00
[07/07 18:40:44.841] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): total_time_purchased 253.0
[07/07 18:40:44.844] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): now 2026-07-07 13:40:44.841926 orig 2026-07-07 13:31:25.967643 valid 2026-07-07 13:31:25.974628
[07/07 18:40:44.844] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::get_session_length(): 558.867298 seconds
[07/07 18:40:44.845] | INFO     | parking.spot.SPOT_1 | main_reactor | PSVL::enter_state(): session_id = 178f9dd77a3111f1be5400c008947d30
[07/07 18:40:44.845] | INFO     | detection  | main_reactor | spot_status: return False for spot SPOT_1
[07/07 18:40:44.868] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 224 total_sent: 224
[07/07 18:40:44.979] | INFO     | camera     | main_reactor | _recv(): <- request_len: 57 header_len: 8
[07/07 18:40:44.980] | WARNING  | parking.spot.SPOT_1 | main_reactor | PSVL::enter_state(): removing entrance pictures
[07/07 18:40:45.099] | INFO     | microcomm  | main_reactor | send_command(): MPS_CMD_SET_VIOLATION_LEDS (0x0020), '\x00\x00\x00' (1 q_len tx_seqno #182 tx_failed 4) STATE_IDLE
[07/07 18:40:45.111] | INFO     | micro.vio_leds | main_reactor | Turning off LED for spot SPOT_1 args 0 0
[07/07 18:40:45.111] | INFO     | microcomm  | microcomm_reactor | MicrocommStateWaitReply::event_reply_cmd(): Reply rcvd seqno 182 (tx_seqno 182 tx_failed 4) MPS_REPLY_SET_VIOLATION_LEDS (0xFF20), ''
[07/07 18:40:45.121] | INFO     | psv_fsm    | main_reactor | PSV_STATE_VALID_MAX -> PSV_STATE_AVAILABLE (vehicle left)
[07/07 18:40:45.138] | INFO     | ui.multi   | main_reactor | UISI: Vehicle left spot SPOT_1
[07/07 18:40:45.140] | INFO     | parking.spot.SPOT_1 | main_reactor | roll_session(): Starting new session
[07/07 18:40:45.140] | INFO     | parking.spot.SPOT_1 | main_reactor | roll_session(): destroyed PDO for session_id 178f9dd77a3111f1be5400c008947d30
[07/07 18:40:45.213] | INFO     | gui        | MainThread | QT: DualParkingSpotView: SPOT_1  transition to PSV_STATE_AVAILABLE (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/DualParkingSpotView.qml:4843)
[07/07 18:40:45.223] | INFO     | gui        | MainThread | QT: Home: transition to PSV_STATE_AVAILABLE (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/screens/single/Home.qml:588)
[07/07 18:40:45.250] | INFO     | parking.session | main_reactor | Spot SPOT_1 Session ID 5d4d170d7a3311f1be5400c008947d30 Concierge ID 6881
[07/07 18:40:45.251] | INFO     | parking.session.SPOT_1 | main_reactor | __init__: Set base to None
[07/07 18:40:45.252] | INFO     | parking.session | main_reactor | DEBUG MASKs: session False time False max False valid False true up False payment False
[07/07 18:40:45.290] | INFO     | gui        | MainThread | QT: ParkingSpotView: transition to PSV_STATE_AVAILABLE (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/ParkingSpotView.qml:4247)
[07/07 18:40:45.485] | INFO     | gui        | MainThread | QT: ParkingSpotView: PSV_STATE_AVAILABLE (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/ParkingSpotView.qml:4100)
[07/07 18:40:45.790] | INFO     | gui        | MainThread | QT: ParkingSpotView: transition to PSV_STATE_AVAILABLE (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/ParkingSpotView.qml:4247)
[07/07 18:40:45.890] | INFO     | gui        | MainThread | QT: ParkingSpotView: PSV_STATE_AVAILABLE (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/ParkingSpotView.qml:4100)
[07/07 18:40:45.893] | INFO     | parking.session.SPOT_1 | main_reactor | set_max_time(): _session_maxtime_minutes 0 global_pay False reset _session_maxtime_minutes to 250
[07/07 18:40:45.895] | INFO     | parking.session.SPOT_1 | main_reactor | set_max_time(): unstarted session - setting max to 250 was 250
[07/07 18:40:45.895] | WARNING  | parking.session.SPOT_1 | main_reactor | set_max_time(): resetting _maxtime_minutes_possible from 250 to 250
[07/07 18:40:45.896] | INFO     | parking.spot.SPOT_1 | main_reactor | roll_session(): Started session 5d4d170d7a3311f1be5400c008947d30 with max time of 250
[07/07 18:40:45.896] | INFO     | parking.spot.SPOT_1 | main_reactor | roll_session(): ignoring SENTRY_COIN_JAR_FULL global_pay enabled
[07/07 18:40:46.012] | INFO     | parking.spot.SPOT_1 | main_reactor | PSE::enter_state(): Turning off parker leds
[07/07 18:40:46.013] | INFO     | micro.vio_leds | main_reactor | add_command 1 command {'cmd_arg_1': 0, 'cmd_arg_2': 0, 'spot_id': 'SPOT_1'}
[07/07 18:40:46.014] | INFO     | micro.vio_leds | main_reactor | QUEUEING cmd #1: Turning off LED for spot SPOT_1 arg 1 0 arg 2 0
[07/07 18:40:46.014] | INFO     | parking.spot.SPOT_1 | main_reactor | PARKING_STATE_VEHICLE_LEFT -> PARKING_STATE_EMPTY (PSVL - Empty spot)
[07/07 18:40:46.015] | INFO     | parking.spot.SPOT_1 | main_reactor | PARKING_STATE_VALID -> PARKING_STATE_VEHICLE_LEFT (PSV - Vehicle left)
[07/07 18:40:46.040] | WARNING  | parking.event_mon | main_reactor | _is_free_or_no_parking_now(): current_srb_type fixed next_srb_type fixed min_to_free 1429 rp_min_to_free 1429
[07/07 18:40:46.117] | INFO     | micro.vio_leds | microcomm_reactor | MPS_CMD_SET_VIOLATION_LEDS result: MPS_REPLY_SET_VIOLATION_LEDS (0xFF20), ''
[07/07 18:40:46.117] | INFO     | micro.vio_leds | microcomm_reactor | sub_command 1
[07/07 18:40:46.118] | INFO     | micro.vio_leds | microcomm_reactor | COMMAND {'cmd_arg_1': 0, 'cmd_arg_2': 0, 'spot_id': 'SPOT_1'}
[07/07 18:40:46.118] | INFO     | micro.vio_leds | microcomm_reactor | Sending queued cmd 0 0 for spot SPOT_1
[07/07 18:40:46.119] | WARNING  | microcomm  | microcomm_reactor | send_command(): queued MPS_CMD_SET_VIOLATION_LEDS (0x0020), '\x00\x00\x00' (1 q_len tx_seqno #182 rx_seqno #0 tx_failed #4) processing_rx_msg STATE_WAIT_REPLY
[07/07 18:40:46.144] | INFO     | microcomm  | microcomm_reactor | MicrocommStateWaitReply::event_reply_cmd(): Reply rcvd seqno 183 (tx_seqno 183 tx_failed 4) MPS_REPLY_SET_VIOLATION_LEDS (0xFF20), ''
[07/07 18:40:46.153] | INFO     | parking.controller | main_reactor | calculate_hours_offset(): hour = 5
[07/07 18:40:46.207] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 178 total_sent: 178
[07/07 18:40:46.380] | INFO     | camera     | main_reactor | _recv(): <- request_len: 183 header_len: 8
[07/07 18:40:46.381] | WARNING  | camera     | main_reactor | sb_send_msg(): Silver Bullet returned 0 ENTRANCE_PICTURE_IDS! camera_id: SPOT_1
[07/07 18:40:46.381] | INFO     | parking.session.SPOT_1 | main_reactor | set_session_error_status(): Adding new error value 0x8 to 0x0, now 0x8
[07/07 18:40:46.571] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 177 total_sent: 177
[07/07 18:40:46.682] | INFO     | camera     | main_reactor | _recv(): <- request_len: 182 header_len: 8
[07/07 18:40:46.715] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 174 total_sent: 174
[07/07 18:40:46.897] | INFO     | camera     | main_reactor | _recv(): <- request_len: 238 header_len: 8
[07/07 18:40:46.930] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 173 total_sent: 173
[07/07 18:40:47.041] | INFO     | camera     | main_reactor | _recv(): <- request_len: 399 header_len: 8
[07/07 18:40:47.145] | INFO     | micro.vio_leds | microcomm_reactor | MPS_CMD_SET_VIOLATION_LEDS result: MPS_REPLY_SET_VIOLATION_LEDS (0xFF20), ''
[07/07 18:40:47.157] | INFO     | rabbitmq   | rabbitmq_reactor | _do_rabbitmq_send_event: /event/parking_session_end-5e70b2747a3311f1be5400c008947d30.json
[07/07 18:40:47.183] | INFO     | camera     | main_reactor | _send(): -> name: sock_1_2 message_len: 189 total_sent: 189
[07/07 18:40:47.328] | INFO     | camera     | main_reactor | _recv(): <- request_len: 66 header_len: 8
[07/07 18:40:47.950] | INFO     | rabbitmq   | rabbitmq_reactor | _do_rabbitmq_send_event(): success():  RMQ TX success {"value": {"void_timestamp": null, "violation": null, "merchant_validated": false, "merchant_id": 0, "exit_pictures": ["SPOT_1_1783449644554_5e3869007a3311f1bd0800c008947d30.jpg"], "lpr_plate": "09010AA", "entrance_plate_info": [], "maintenance_no": false, "handicap_pin": null, "free_to_reservation": false, "merchant_offer_name": "", "maintenance": false, "max_time_allowed": 253, "true_up": 0, "violation_reason": null, "session_error_status": "0x8", "payments": [{"rate_blocks": ["2026-07-07T13:40:46Z", 638717], "payment_method": "virt", "time_purchased": 33.00000000000001, "reference_id": null, "mobile_payment": true, "valid_time_remaining": 14619.922323, "tax_amount": 0, "payment_received_timestamp": "2026-07-07T18:31:25Z", "payment_timestamp": "2026-07-07T18:31:25Z", "free_time_purchased": 0, "payment_amount": 25, "payment_type": "normal_payment", "subtotal_amount": 25}, {"rate_blocks": ["2026-07-07T13:40:46Z", 638717], "payment_method": "virt", "time_purchased": 10.0, "reference_id": null, "mobile_payment": true, "valid_time_remaining": 14619.894776, "tax_amount": 0, "payment_received_timestamp": "2026-07-07T18:31:26Z", "payment_timestamp": "2026-07-07T18:31:26Z", "free_time_purchased": 0, "payment_amount": 9, "payment_type": "normal_payment", "subtotal_amount": 9}, {"rate_blocks": ["2026-07-07T13:40:46Z", 638717, "2026-07-07T14:10:46Z", 638717, "2026-07-07T14:40:46Z", 638717, "2026-07-07T15:10:46Z", 638717, "2026-07-07T15:40:46Z", 638717, "2026-07-07T16:10:46Z", 638717, "2026-07-07T16:40:46Z", 638717], "payment_method": "virt", "time_purchased": 210.0, "reference_id": null, "mobile_payment": true, "valid_time_remaining": 14619.86827, "tax_amount": 0, "payment_received_timestamp": "2026-07-07T18:33:03Z", "payment_timestamp": "2026-07-07T18:33:03Z", "free_time_purchased": 0, "payment_amount": 175, "payment_type": "normal_payment", "subtotal_amount": 175}], "violation_pictures": null, "card_error_details": [], "park_timestamp": "2026-07-07T18:30:46Z", "is_no_parking_now": false, "violation_plate_info": null, "maintenance_unenforced": false, "spot_identifier": "SPOT_1", "concierge_id": 1664, "close_timestamp": null, "total_time_purchased": 253.0, "sms": null, "warning_period": false, "exit_plate_info": [{"plate": "", "confidence": 0, "vehicle_present": true, "country": 104, "camera": "1", "location": [44.96332, -93.433912], "taken": "2026-07-07T18:40:44Z", "result_code": 9, "plate_rect": [[0, 0], [0, 0], [0, 0], [0, 0]]}], "exit_timestamp": "2026-07-07T18:40:44Z", "entrance_pictures": [], "email": null, "is_free_parking_now": false, "handicap": false, "coin_error_status": [], "parker_type": "normal", "no_fine_fee": 0, "additional_violations": [], "payment_history": [{"error": "", "amount": 25, "payment_type": "virt", "active_spot": null, "parking_state": "PARKING_STATE_VALID", "event_dt": "2026-07-07T18:31:26Z"}, {"error": "", "amount": 9, "payment_type": "virt", "active_spot": null, "parking_state": "PARKING_STATE_VALID", "event_dt": "2026-07-07T18:31:27Z"}, {"error": "", "amount": 175, "payment_type": "virt", "active_spot": null, "parking_state": "PARKING_STATE_VALID", "event_dt": "2026-07-07T18:33:04Z"}], "maintenance_free": false, "coin_error_details": [], "session_id": "178f9dd77a3111f1be5400c008947d30", "card_error_status": [], "handicap_spot": false}, "class": "event", "queued_dt": "2026-07-07T18:40:47Z", "type": "parking_session_end", "id": "585e56d9-2832-4805-a22e-f4e442ee4d8e", "device_id": "m:00C008947D30"}
[07/07 18:40:48.056] | WARNING  | pika.connection | rabbitmq_reactor | Disconnected from RabbitMQ at rabbitmq.staging.sentry-link.com:5671 (200): Normal shutdown
[07/07 18:40:57.712] | INFO     | detection  | main_reactor | Watchdog puck: 1 SUM energy: 0 Z energy: 0 light 1000 photocell state 0
[07/07 18:40:57.713] | INFO     | detection  | main_reactor | Watchdog puck: 2 SUM energy: 0 Z energy: 0 light 1000 photocell state 0
[07/07 18:41:00.978] | INFO     | gui        | MainThread | QT: DualParkingSpotView: SPOT_2  transition to noshowboth (file:///tmp/tmp8znWsC/sentry.egg-tmp/mps/resources/qml/components/DualParkingSpotView.qml:4843)
[07/07 18:41:10.094] | INFO     | watchdog   | watchdog   | _check_running_status(): started, threads_not_running []
[07/07 18:41:10.095] | INFO     | watchdog   | watchdog   | _check_running_status(): completed _reboot_required False threads_not_running []
